geography code,Household composition: Total; measures: Value,Household composition: One person household; measures: Value,Household composition: One person household: Aged 66 years and over; measures: Value,Household composition: One person household: Other; measures: Value,Household composition: Single family household; measures: Value,Household composition: Single family household: All aged 66 years and over; measures: Value,Household composition: Single family household: Married or civil partnership couple; measures: Value,Household composition: Single family household: Married or civil partnership couple: No children; measures: Value,Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value,Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value,Household composition: Single family household: Cohabiting couple family; measures: Value,Household composition: Single family household: Cohabiting couple family: No children; measures: Value,Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value,Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value,Household composition: Single family household: Lone parent family; measures: Value,Household composition: Single family household: Lone parent family: With dependent children; measures: Value,Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value,Household composition: Single family household: Other single family household; measures: Value,Household composition: Single family household: Other single family household: Other family composition; measures: Value,Household composition: Other household types; measures: Value,Household composition: Other household types: With dependent children; measures: Value,"Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value",Population Density: Persons per square kilometre; measures: Value,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,ethnic groups,Proficiency in English language: Total: All usual residents aged 3 years and over,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,language_fluency,General health: Total: All usual residents,General health: Very good health,General health: Good health,General health: Fair health,General health: Bad health,General health: Very bad health,health,Occupancy rating for bedrooms: Total: All households,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less,Occupancy_rating_for_bedrooms,Highest level of qualification: Total: All usual residents aged 16 years and over,Highest level of qualification: No qualifications,Highest level of qualification: Level 1 and entry level qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,education,Local authority name,Year ending Dec 2022,Name,Geography,Mid-2022,Mid-2011
E07000086,56924.0,15107.0,7163.0,7944.0,39042.0,6085.0,20010.0,6881.0,9785.0,3344.0,7271.0,4069.0,2827.0,375.0,5431.0,3443.0,1988.0,245.0,245.0,2775.0,1019.0,1756.0,1712.1,56924.0,15107.0,37381.0,652.0,3043.0,741.0,0.077928466,132021.0,127157.0,4864.0,2741.0,1503.0,506.0,114.0,0.995303777,136443.0,67981.0,47400.0,15896.0,4088.0,1078.0,0.962138036,56925.0,23210.0,19797.0,12820.0,1000.0,98.0,0.755502855,110334.0,15155.0,11209.0,16397.0,7251.0,21007.0,36540.0,2775.0,0.862644334,Eastleigh,"345,000",Eastleigh,Non-metropolitan District,"138,935","125,852"
E07000087,48641.0,13009.0,7340.0,5669.0,33437.0,6690.0,17578.0,6617.0,7726.0,3235.0,5116.0,2902.0,1890.0,324.0,3903.0,2238.0,1665.0,150.0,150.0,2195.0,797.0,1398.0,1542.1,48639.0,13009.0,32590.0,316.0,2226.0,498.0,0.062501285,111630.0,109469.0,2161.0,1244.0,633.0,229.0,55.0,0.997455881,114513.0,55185.0,40519.0,14190.0,3698.0,921.0,0.959663968,48639.0,22547.0,16306.0,9088.0,646.0,52.0,0.798803429,95634.0,13246.0,9376.0,13952.0,6292.0,18423.0,31910.0,2435.0,0.861492775,Fareham,"350,000",Fareham,Non-metropolitan District,"114,547","111,931"
E07000088,35923.0,11443.0,5464.0,5979.0,22641.0,3733.0,10587.0,4279.0,4419.0,1889.0,4155.0,2142.0,1766.0,247.0,3974.0,2543.0,1431.0,192.0,192.0,1839.0,739.0,1100.0,3229.8,35922.0,11443.0,22503.0,306.0,1269.0,401.0,0.055008073,79448.0,77655.0,1793.0,846.0,671.0,235.0,41.0,0.99652603,81952.0,35504.0,29829.0,12134.0,3587.0,898.0,0.945272843,35920.0,11904.0,12881.0,10157.0,881.0,97.0,0.690005568,67211.0,11695.0,8504.0,10664.0,4495.0,13322.0,16648.0,1883.0,0.825995745,Gosport,"252,750",Gosport,Non-metropolitan District,"82,285","82,669"
E07000089,39963.0,9835.0,4946.0,4889.0,28362.0,4788.0,15948.0,4903.0,8383.0,2662.0,4217.0,2411.0,1564.0,242.0,3256.0,1948.0,1308.0,153.0,153.0,1766.0,693.0,1073.0,461.8,39964.0,9836.0,26055.0,492.0,2967.0,614.0,0.101916725,96420.0,92848.0,3572.0,2032.0,1144.0,336.0,60.0,0.995892968,99408.0,54555.0,32704.0,9344.0,2177.0,628.0,0.971782955,39964.0,19930.0,12243.0,7226.0,520.0,45.0,0.805049545,80327.0,8742.0,7066.0,11310.0,3800.0,14320.0,33217.0,1872.0,0.891169843,Hart,"475,000",Hart,Non-metropolitan District,"100,910","91,662"
E07000090,53591.0,15957.0,8743.0,7214.0,34736.0,6646.0,16101.0,6503.0,6350.0,3248.0,6144.0,3095.0,2576.0,473.0,5620.0,3431.0,2189.0,225.0,225.0,2898.0,1212.0,1686.0,2228.4,53589.0,15957.0,34781.0,370.0,1949.0,532.0,0.053201217,120665.0,118081.0,2584.0,1368.0,856.0,311.0,49.0,0.997016533,124208.0,55028.0,44185.0,18023.0,5437.0,1535.0,0.94386835,53589.0,20829.0,17764.0,13393.0,1441.0,162.0,0.720166452,102865.0,20492.0,11643.0,15718.0,6593.0,18281.0,27262.0,2876.0,0.80078744,Havant,"327,500",Havant,Non-metropolitan District,"124,854","120,783"
E07000091,77566.0,22737.0,13461.0,9276.0,51185.0,12396.0,24579.0,10099.0,9839.0,4641.0,7570.0,4159.0,2888.0,523.0,6346.0,3636.0,2710.0,294.0,294.0,3644.0,1385.0,2259.0,233.7,77566.0,22737.0,50084.0,593.0,3310.0,842.0,0.06117371,171624.0,168250.0,3374.0,1865.0,1134.0,312.0,63.0,0.997814991,175785.0,81075.0,62425.0,23866.0,6534.0,1885.0,0.952106266,77566.0,34708.0,25938.0,15602.0,1196.0,122.0,0.781863187,148744.0,23951.0,15276.0,22002.0,10396.0,26369.0,46380.0,4370.0,0.838978379,New Forest,"399,950",New Forest,Non-metropolitan District,"175,942","176,789"
E07000092,39304.0,10502.0,3956.0,6546.0,25517.0,2756.0,13626.0,4142.0,6813.0,2671.0,4708.0,2633.0,1818.0,257.0,4176.0,2493.0,1683.0,251.0,251.0,3285.0,1408.0,1877.0,2554.9,39303.0,10502.0,24327.0,694.0,2708.0,1072.0,0.11383355,95973.0,81544.0,14429.0,5764.0,5139.0,2397.0,1129.0,0.9632605,99756.0,49428.0,34814.0,11769.0,2965.0,780.0,0.962458398,39303.0,11526.0,12855.0,12822.0,1745.0,355.0,0.620334326,80871.0,14803.0,9582.0,11523.0,4515.0,13850.0,24115.0,2483.0,0.816955398,Rushmoor,"359,000",Rushmoor,Non-metropolitan District,"101,060","94,354"
E07000093,54706.0,14464.0,7138.0,7326.0,37528.0,6539.0,19855.0,7326.0,9232.0,3297.0,6307.0,3605.0,2384.0,318.0,4591.0,2838.0,1753.0,236.0,236.0,2714.0,1026.0,1688.0,207.9,54708.0,14464.0,35985.0,533.0,2952.0,774.0,0.077849675,126500.0,121171.0,5329.0,2731.0,1850.0,629.0,119.0,0.994086957,130492.0,65696.0,44842.0,14925.0,3958.0,1071.0,0.961461239,54708.0,25249.0,17309.0,11203.0,841.0,106.0,0.777911823,106752.0,15047.0,10487.0,15329.0,5805.0,19252.0,38099.0,2733.0,0.859047137,Test Valley,"365,000",Test Valley,Non-metropolitan District,"132,871","116,698"
E07000094,51716.0,14331.0,7280.0,7051.0,34375.0,6138.0,18843.0,6701.0,9293.0,2849.0,5311.0,3220.0,1842.0,249.0,3858.0,2406.0,1452.0,225.0,225.0,3010.0,742.0,2268.0,192.8,51717.0,14333.0,32383.0,511.0,3484.0,1006.0,0.096699345,124011.0,119744.0,4267.0,2461.0,1306.0,405.0,95.0,0.9959681,127443.0,67850.0,41989.0,13236.0,3466.0,902.0,0.965725854,51715.0,23803.0,15844.0,11215.0,776.0,77.0,0.766644107,104750.0,11624.0,7320.0,12998.0,4209.0,19439.0,47033.0,2127.0,0.889031026,Winchester,"470,000",Winchester,Non-metropolitan District,"130,268","116,820"
E07000095,39849.0,10971.0,5069.0,5902.0,26372.0,3542.0,12856.0,3318.0,6429.0,3109.0,4210.0,1890.0,1940.0,380.0,5441.0,3326.0,2115.0,323.0,323.0,2506.0,1285.0,1221.0,1924.9,39850.0,10971.0,23003.0,1326.0,3427.0,1123.0,0.147452949,95526.0,86883.0,8643.0,3396.0,3451.0,1584.0,212.0,0.981198836,99007.0,49630.0,33422.0,11621.0,3354.0,980.0,0.956225317,39851.0,13342.0,12225.0,11884.0,2120.0,280.0,0.641564829,79437.0,16557.0,9349.0,11727.0,4508.0,13270.0,21689.0,2337.0,0.791570679,Broxbourne,"434,000",Broxbourne,Non-metropolitan District,"99,103","93,702"
E07000096,63409.0,17851.0,7947.0,9904.0,42258.0,5548.0,21814.0,6477.0,11388.0,3949.0,7427.0,3924.0,3022.0,481.0,7126.0,4435.0,2691.0,343.0,343.0,3300.0,1346.0,1954.0,729.8,63412.0,17851.0,37718.0,1296.0,5199.0,1348.0,0.123683215,149502.0,140193.0,9309.0,4735.0,3312.0,1086.0,176.0,0.991558641,155081.0,80604.0,51271.0,17171.0,4784.0,1251.0,0.961084852,63412.0,23790.0,19660.0,17985.0,1800.0,177.0,0.685201539,123780.0,18167.0,12499.0,17595.0,5928.0,19844.0,46745.0,3002.0,0.85323154,Dacorum,"435,000",Dacorum,Non-metropolitan District,"156,123","145,298"
E07000098,42683.0,11527.0,5498.0,6029.0,28219.0,3882.0,15518.0,3974.0,8450.0,3094.0,3485.0,1810.0,1381.0,294.0,5022.0,3000.0,2022.0,312.0,312.0,2937.0,1308.0,1629.0,1065.9,42682.0,11527.0,24201.0,1379.0,4101.0,1474.0,0.162925824,104101.0,93399.0,10702.0,5464.0,3836.0,1210.0,192.0,0.98653231,107828.0,57652.0,34388.0,11602.0,3205.0,981.0,0.961178915,42682.0,14426.0,13737.0,12280.0,1982.0,257.0,0.659833185,86191.0,13778.0,7921.0,11396.0,3825.0,12741.0,34134.0,2396.0,0.840145723,Hertsmere,"561,500",Hertsmere,Non-metropolitan District,"108,106","100,379"
E07000099,56731.0,16903.0,7505.0,9398.0,37395.0,5610.0,19238.0,6173.0,9742.0,3323.0,6934.0,4022.0,2526.0,386.0,5357.0,3317.0,2040.0,256.0,256.0,2433.0,950.0,1483.0,354.9,56732.0,16903.0,33013.0,1016.0,4822.0,978.0,0.120143834,128770.0,123183.0,5587.0,3183.0,1619.0,671.0,114.0,0.99390386,133210.0,67385.0,45317.0,15363.0,4089.0,1056.0,0.961376774,56732.0,22493.0,18657.0,14336.0,1125.0,121.0,0.725340196,107741.0,14652.0,9987.0,14358.0,4833.0,16645.0,44740.0,2526.0,0.864007202,North Hertfordshire,"415,000",North Hertfordshire,Non-metropolitan District,"134,159","127,494"
E07000102,36857.0,9696.0,4785.0,4911.0,24923.0,3427.0,14217.0,3599.0,7758.0,2860.0,3336.0,1649.0,1434.0,253.0,3747.0,2119.0,1628.0,196.0,196.0,2238.0,1073.0,1165.0,1055.8,36859.0,9697.0,21927.0,796.0,3600.0,839.0,0.142027727,90746.0,83721.0,7025.0,4120.0,2152.0,659.0,94.0,0.991702114,93771.0,50330.0,30357.0,9788.0,2586.0,710.0,0.96485054,36858.0,14330.0,11661.0,9586.0,1125.0,156.0,0.705165771,75003.0,10022.0,6539.0,9838.0,3331.0,11479.0,32023.0,1771.0,0.866378678,Three Rivers,"550,000",Three Rivers,Non-metropolitan District,"94,123","87,921"
E07000103,39628.0,11146.0,3741.0,7405.0,24796.0,2175.0,13753.0,3470.0,7945.0,2338.0,4070.0,2379.0,1440.0,251.0,4394.0,2630.0,1764.0,404.0,404.0,3686.0,1773.0,1913.0,4772.2,39627.0,11146.0,21302.0,1378.0,4076.0,1725.0,0.181164358,98355.0,79640.0,18715.0,9425.0,6650.0,2298.0,342.0,0.973158457,102246.0,53559.0,34277.0,10601.0,2955.0,854.0,0.962746709,39628.0,10378.0,11239.0,14566.0,2917.0,528.0,0.545498133,80963.0,12841.0,7463.0,9965.0,3296.0,11677.0,33256.0,2465.0,0.841396687,Watford,"400,000",Watford,Non-metropolitan District,"103,031","90,653"
E07000105,53586.0,13862.0,6618.0,7244.0,36313.0,5794.0,18078.0,6149.0,8564.0,3365.0,6548.0,3249.0,2859.0,440.0,5629.0,3664.0,1965.0,264.0,264.0,3411.0,1476.0,1935.0,228.6,53583.0,13861.0,34750.0,771.0,3196.0,1005.0,0.092790624,128375.0,119669.0,8706.0,3998.0,3067.0,1234.0,407.0,0.987217137,132747.0,64334.0,45779.0,16551.0,4748.0,1335.0,0.954175989,53583.0,21397.0,17787.0,12578.0,1546.0,275.0,0.731276711,106766.0,18829.0,12098.0,16412.0,5952.0,18232.0,32148.0,3095.0,0.823642358,Ashford,"350,000",Ashford,Non-metropolitan District,"135,610","118,405"
E07000106,63794.0,19047.0,9700.0,9347.0,38832.0,7453.0,18021.0,6638.0,7992.0,3391.0,6820.0,3871.0,2523.0,426.0,6117.0,3781.0,2336.0,421.0,421.0,5915.0,1497.0,4418.0,509.9,63792.0,19046.0,37424.0,814.0,4006.0,2502.0,0.114779283,153460.0,145109.0,8351.0,4686.0,2617.0,886.0,162.0,0.993170859,157429.0,74034.0,54597.0,20762.0,6224.0,1812.0,0.948954767,63790.0,22668.0,22880.0,16291.0,1730.0,221.0,0.714030412,132775.0,21555.0,11845.0,16598.0,6456.0,28827.0,43896.0,3598.0,0.837657692,Canterbury,"360,000",Canterbury,Non-metropolitan District,"157,550","150,600"
E07000107,45697.0,11827.0,4421.0,7406.0,30938.0,3176.0,15817.0,4253.0,8793.0,2771.0,6176.0,2988.0,2747.0,441.0,5422.0,3464.0,1958.0,347.0,347.0,2932.0,1523.0,1409.0,1605.3,45695.0,11827.0,28430.0,1120.0,3139.0,1179.0,0.119006456,111822.0,101365.0,10457.0,5411.0,3589.0,1239.0,218.0,0.986970364,116753.0,61128.0,38680.0,12556.0,3390.0,999.0,0.962407818,45694.0,13353.0,15446.0,14314.0,2268.0,313.0,0.630257802,90700.0,14717.0,10008.0,13850.0,5055.0,15187.0,29362.0,2521.0,0.837739802,Dartford,"370,000",Dartford,Non-metropolitan District,"118,820","97,604"
E07000108,50548.0,15658.0,7947.0,7711.0,32172.0,5961.0,14627.0,6041.0,5761.0,2825.0,6008.0,2966.0,2587.0,455.0,5342.0,3350.0,1992.0,234.0,234.0,2718.0,1115.0,1603.0,369.2,50548.0,15658.0,31486.0,476.0,2263.0,665.0,0.067341932,113126.0,109088.0,4038.0,1897.0,1424.0,574.0,143.0,0.993661934,116410.0,51455.0,40711.0,17036.0,5611.0,1597.0,0.938080921,50545.0,18530.0,18186.0,12239.0,1393.0,197.0,0.726402216,96130.0,18706.0,10741.0,14905.0,5682.0,17218.0,25951.0,2927.0,0.805409342,Dover,"320,000",Dover,Non-metropolitan District,"117,473","111,718"
E07000109,41722.0,11212.0,5162.0,6050.0,27208.0,3687.0,13456.0,3843.0,6668.0,2945.0,4656.0,2035.0,2255.0,366.0,5106.0,3192.0,1914.0,303.0,303.0,3302.0,1847.0,1455.0,1079.9,41724.0,11212.0,26077.0,927.0,2380.0,1128.0,0.10629374,103037.0,90755.0,12282.0,4949.0,4697.0,2230.0,406.0,0.974416957,106900.0,52013.0,36416.0,13291.0,4088.0,1092.0,0.951543499,41724.0,13703.0,13135.0,12374.0,2146.0,366.0,0.64322692,84554.0,17186.0,10086.0,12846.0,4954.0,13962.0,22572.0,2948.0,0.796745275,Gravesham,"365,000",Gravesham,Non-metropolitan District,"106,970","101,766"
E07000110,71207.0,18800.0,8450.0,10350.0,47930.0,7529.0,23989.0,7857.0,11776.0,4356.0,8885.0,4707.0,3653.0,525.0,7087.0,4425.0,2662.0,440.0,440.0,4477.0,1921.0,2556.0,446.9,71208.0,18800.0,45806.0,1037.0,4129.0,1436.0,0.092714302,169697.0,156418.0,13279.0,5884.0,5225.0,1740.0,430.0,0.987212502,175782.0,87494.0,59781.0,21018.0,5832.0,1657.0,0.957396093,71207.0,27008.0,23832.0,17942.0,2060.0,365.0,0.71397475,142134.0,24786.0,15510.0,21706.0,8547.0,24906.0,42531.0,4148.0,0.825615264,Maidstone,"375,000",Maidstone,Non-metropolitan District,"180,428","155,764"
E07000111,49014.0,12990.0,7054.0,5936.0,33655.0,5774.0,17858.0,5416.0,9174.0,3268.0,5160.0,2654.0,2155.0,351.0,4663.0,2736.0,1927.0,200.0,200.0,2369.0,1073.0,1296.0,326.4,49013.0,12990.0,30788.0,719.0,3778.0,738.0,0.106808398,116659.0,112707.0,3952.0,2500.0,1037.0,362.0,53.0,0.996442623,120515.0,63410.0,38931.0,13407.0,3660.0,1107.0,0.960444758,49013.0,21825.0,15173.0,10775.0,1105.0,135.0,0.754860955,96603.0,15087.0,9281.0,14060.0,4641.0,15101.0,36073.0,2360.0,0.843824726,Sevenoaks,"480,000",Sevenoaks,Non-metropolitan District,"121,106","115,351"
E07000112,48336.0,15728.0,7917.0,7811.0,29877.0,5920.0,13373.0,5463.0,5402.0,2508.0,5527.0,2867.0,2264.0,396.0,4834.0,2930.0,1904.0,223.0,223.0,2731.0,1131.0,1600.0,307.5,48340.0,15728.0,28910.0,500.0,2541.0,661.0,0.07658254,106774.0,101622.0,5152.0,2439.0,1852.0,666.0,195.0,0.991936239,109759.0,47404.0,38432.0,16801.0,5519.0,1603.0,0.935112383,48338.0,17451.0,17022.0,12349.0,1312.0,204.0,0.713165625,91556.0,17756.0,10642.0,13599.0,5791.0,15793.0,25068.0,2907.0,0.806064048,Folkestone and Hythe,"320,000",Folkestone and Hythe,Non-metropolitan District,"110,237","108,199"
E07000113,60495.0,15957.0,7860.0,8097.0,40535.0,6117.0,18844.0,6822.0,8312.0,3710.0,8397.0,3873.0,3849.0,675.0,6880.0,4312.0,2568.0,297.0,297.0,4003.0,1979.0,2024.0,406.2,60495.0,15957.0,40198.0,690.0,2689.0,961.0,0.071741466,146479.0,140922.0,5557.0,2221.0,2288.0,902.0,146.0,0.992845391,151678.0,68967.0,52738.0,21338.0,6688.0,1947.0,0.943070188,60497.0,21680.0,21099.0,15297.0,2060.0,361.0,0.707125973,122000.0,26824.0,15032.0,18975.0,7665.0,21027.0,28911.0,3566.0,0.780131148,Swale,"315,000",Swale,Non-metropolitan District,"154,619","136,324"
E07000114,62199.0,20839.0,10225.0,10614.0,37575.0,6720.0,15802.0,6288.0,6560.0,2954.0,7362.0,3509.0,3324.0,529.0,7381.0,4668.0,2713.0,310.0,310.0,3785.0,1599.0,2186.0,1356.9,62200.0,20839.0,36298.0,875.0,3132.0,1056.0,0.081398714,136278.0,129876.0,6402.0,2583.0,2311.0,1234.0,274.0,0.988934384,140587.0,59000.0,49262.0,22148.0,7823.0,2354.0,0.927610661,62200.0,19114.0,22431.0,18348.0,2065.0,242.0,0.667926045,115417.0,24990.0,13332.0,16646.0,7147.0,19294.0,30376.0,3632.0,0.78348077,Thanet,"300,000",Thanet,Non-metropolitan District,"140,689","134,402"
E07000115,53573.0,13698.0,6831.0,6867.0,37377.0,5775.0,19425.0,6060.0,9897.0,3468.0,6496.0,3290.0,2771.0,435.0,5458.0,3356.0,2102.0,223.0,223.0,2498.0,1054.0,1444.0,550.6,53570.0,13698.0,35119.0,636.0,3385.0,732.0,0.088725033,127817.0,123859.0,3958.0,2244.0,1172.0,449.0,93.0,0.995759562,132201.0,67896.0,44052.0,14959.0,4164.0,1130.0,0.959954917,53573.0,22555.0,17639.0,12035.0,1208.0,136.0,0.750265992,105526.0,16324.0,11163.0,16681.0,5851.0,18458.0,34332.0,2717.0,0.845308265,Tonbridge and Malling,"417,500",Tonbridge and Malling,Non-metropolitan District,"133,661","121,087"
E07000116,48223.0,14198.0,6399.0,7799.0,31900.0,4933.0,16942.0,5219.0,9022.0,2701.0,5344.0,3063.0,1985.0,296.0,4433.0,2747.0,1686.0,248.0,248.0,2125.0,813.0,1312.0,348.0,48223.0,14198.0,28653.0,699.0,3927.0,746.0,0.111399125,111758.0,105831.0,5927.0,3329.0,1883.0,621.0,94.0,0.993602248,115311.0,60833.0,37512.0,12586.0,3415.0,965.0,0.962015766,48223.0,19202.0,14549.0,13090.0,1255.0,127.0,0.699894241,92400.0,12454.0,7996.0,13396.0,3874.0,14385.0,38010.0,2285.0,0.86521645,Tunbridge Wells,"465,000",Tunbridge Wells,Non-metropolitan District,"116,028","115,246"
E07000117,39868.0,13125.0,5221.0,7904.0,24408.0,3279.0,10779.0,3893.0,4870.0,2016.0,4765.0,2167.0,2227.0,371.0,5282.0,3574.0,1708.0,303.0,303.0,2335.0,1152.0,1183.0,855.0,39872.0,13126.0,24860.0,361.0,1030.0,495.0,0.047301364,91239.0,83069.0,8170.0,2208.0,3231.0,2245.0,486.0,0.970067625,94645.0,42648.0,31570.0,13808.0,5073.0,1546.0,0.93006498,39872.0,10794.0,16070.0,11099.0,1509.0,400.0,0.673756019,75199.0,18347.0,8368.0,10415.0,4920.0,12610.0,18299.0,2240.0,0.756020692,Burnley,"130,000",Burnley,Non-metropolitan District,"95,553","87,032"
E07000118,50132.0,14660.0,6285.0,8375.0,33664.0,5608.0,16383.0,5911.0,7503.0,2969.0,6357.0,3321.0,2643.0,393.0,5144.0,3288.0,1856.0,172.0,172.0,1808.0,776.0,1032.0,580.6,50132.0,14660.0,33043.0,371.0,1683.0,375.0,0.048452086,114326.0,111825.0,2501.0,1039.0,920.0,451.0,91.0,0.995259171,117732.0,57332.0,39109.0,15198.0,4735.0,1358.0,0.948246866,50132.0,22017.0,17744.0,9611.0,678.0,82.0,0.793126147,96369.0,15422.0,9007.0,13468.0,6465.0,17264.0,32614.0,2129.0,0.839969285,Chorley,"200,000",Chorley,Non-metropolitan District,"118,624","107,591"
E07000119,37601.0,12863.0,6552.0,6311.0,23342.0,5055.0,11123.0,4817.0,4279.0,2027.0,3791.0,2127.0,1447.0,217.0,3248.0,1972.0,1276.0,125.0,125.0,1396.0,550.0,846.0,491.2,37606.0,12863.0,22868.0,288.0,1330.0,257.0,0.049859065,79461.0,77708.0,1753.0,802.0,591.0,309.0,51.0,0.995469476,81374.0,37427.0,27421.0,11815.0,3641.0,1070.0,0.942106815,37605.0,16034.0,13834.0,7305.0,389.0,43.0,0.794256083,69247.0,11117.0,6406.0,9605.0,4387.0,12055.0,23868.0,1809.0,0.839458749,Fylde,"231,600",Fylde,Non-metropolitan District,"83,008","76,098"
E07000120,34789.0,11432.0,4691.0,6741.0,21614.0,2952.0,9523.0,3465.0,4178.0,1880.0,4377.0,1993.0,2038.0,346.0,4508.0,3056.0,1452.0,254.0,254.0,1743.0,918.0,825.0,1126.6,34790.0,11434.0,21791.0,304.0,924.0,337.0,0.044984191,79345.0,74580.0,4765.0,1300.0,1906.0,1311.0,248.0,0.980351629,82234.0,36121.0,28210.0,12149.0,4387.0,1367.0,0.930028942,34790.0,9109.0,14546.0,9508.0,1332.0,295.0,0.679936763,65632.0,14951.0,6845.0,9321.0,4778.0,11527.0,16514.0,1696.0,0.772199537,Hyndburn,"130,000",Hyndburn,Non-metropolitan District,"83,213","80,549"
E07000121,59980.0,19526.0,8913.0,10613.0,36440.0,6200.0,17083.0,6914.0,7197.0,2972.0,6972.0,3781.0,2765.0,426.0,5883.0,3806.0,2077.0,302.0,302.0,4014.0,1057.0,2957.0,252.1,59978.0,19526.0,36528.0,450.0,2180.0,1294.0,0.065423989,138937.0,131571.0,7366.0,3510.0,2594.0,1103.0,159.0,0.990916746,142934.0,66454.0,48857.0,19619.0,6214.0,1790.0,0.944002127,59980.0,22319.0,22947.0,13565.0,1016.0,133.0,0.754684895,119641.0,18885.0,10307.0,14998.0,6790.0,27060.0,38664.0,2937.0,0.842152774,Lancaster,"186,000",Lancaster,Non-metropolitan District,"144,446","137,823"
E07000122,38068.0,11824.0,5139.0,6685.0,23610.0,3379.0,11592.0,4052.0,5643.0,1897.0,4303.0,2067.0,1890.0,346.0,4103.0,2660.0,1443.0,233.0,233.0,2634.0,1599.0,1035.0,565.4,38066.0,11824.0,24346.0,383.0,1085.0,428.0,0.049808228,92245.0,80846.0,11399.0,2377.0,4728.0,3471.0,823.0,0.953450051,95760.0,44752.0,32255.0,13182.0,4286.0,1285.0,0.941823308,38066.0,11121.0,14731.0,9873.0,1682.0,659.0,0.679136237,75222.0,18639.0,8006.0,9740.0,4852.0,12521.0,19085.0,2379.0,0.752213448,Pendle,"136,000",Pendle,Non-metropolitan District,"96,110","89,576"
E07000123,59610.0,19400.0,6671.0,12729.0,36018.0,3968.0,17502.0,5608.0,8712.0,3182.0,6778.0,3529.0,2852.0,397.0,7188.0,4797.0,2391.0,582.0,582.0,4192.0,1688.0,2504.0,1039.0,59607.0,19400.0,35105.0,994.0,2711.0,1397.0,0.085593974,142526.0,124868.0,17658.0,7086.0,6715.0,3299.0,558.0,0.972938271,147835.0,71585.0,48918.0,19091.0,6379.0,1862.0,0.94425542,59607.0,20328.0,20528.0,16382.0,1994.0,375.0,0.685422853,118669.0,23079.0,11143.0,15243.0,6411.0,21665.0,37641.0,3487.0,0.805517869,Preston,"180,000",Preston,Non-metropolitan District,"151,582","140,054"
E07000124,26746.0,7807.0,4001.0,3806.0,18046.0,3497.0,9436.0,3696.0,3979.0,1761.0,2927.0,1556.0,1165.0,206.0,2076.0,1245.0,831.0,110.0,110.0,893.0,378.0,515.0,105.6,26747.0,7807.0,17746.0,120.0,895.0,179.0,0.04464052,60051.0,59209.0,842.0,413.0,281.0,136.0,12.0,0.997535428,61561.0,32360.0,19764.0,7117.0,1855.0,465.0,0.962313803,26747.0,12382.0,9573.0,4501.0,262.0,29.0,0.82083972,51462.0,6802.0,4059.0,6746.0,3472.0,8863.0,20456.0,1064.0,0.867824803,Ribble Valley,"265,498",Ribble Valley,Non-metropolitan District,"63,107","57,292"
E07000125,30561.0,9708.0,4091.0,5617.0,19525.0,2701.0,9147.0,3447.0,4007.0,1693.0,4138.0,1967.0,1904.0,267.0,3399.0,2225.0,1174.0,140.0,140.0,1328.0,677.0,651.0,513.4,30561.0,9708.0,19393.0,210.0,1017.0,233.0,0.047773306,68706.0,67172.0,1534.0,510.0,546.0,394.0,84.0,0.99304282,70873.0,33310.0,23556.0,9673.0,3430.0,904.0,0.938848363,30561.0,10563.0,11695.0,7505.0,686.0,112.0,0.728313864,57298.0,10672.0,5433.0,8145.0,3651.0,10561.0,17565.0,1271.0,0.81374568,Rossendale,"174,000",Rossendale,Non-metropolitan District,"71,169","68,053"
